43591;# doc = C:\Users\Александр\Desktop\Olesar\LiveCorpus\Опоздавшие(1)\family.2.txt;;;;;;;;;;;;;;;;;
43592;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44083;;Вот;ВОТ;PART;PART;;;Ага.   Вот этот полностью участок;т;о;В;;;;Т;ВОТ;PART;PART
44084;;этот;ЭТОТ;A;- nom sg plen m -;;;  Вот этот полностью участок был.;т;о;т;э;;;Т;ЭТОТ;A;- nom sg plen m -
44085;;полностью;ПОЛНОСТЬЮ;ADV;-;;; Вот этот полностью участок был. ;ю;ь;т;с;о;н;Ю;ПОЛНОСТЬЮ;ADV;-
44086;;участок;УЧАСТОК;S;m inan nom sg;;;Вот этот полностью участок был.  ;к;о;т;с;а;ч;К;УЧАСТОК;S;m inan acc sg
44087;;был;БЫТЬ;V;ipf praet sg indic m -;;;этот полностью участок был.   Да.;.;л;ы;б;;;Ь;БЫТЬ.;V;ipf praet sg indic m -
44088;;;;;;;;;;;;;;;;;;
44089;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44090;;Да;ДА;PART;;;;был.   Да.  Вот такое;.;а;Д;;;;А;ДА.;PART;
44091;;;;;;;;;;;;;;;;;;
44092;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44093;"<span <class=""note"">цокает</span>";;;;;;;;;;;;;;;;;
44094;;Вот;ВОТ;PART;PART;;; Да.  Вот такое . ;т;о;В;;;;Т;ВОТ;PART;PART
44095;;такое;ТАКОЙ;A;- nom sg plen n -;;;Да.  Вот такое .  Вот;е;о;к;а;т;;Й;ТАКОЙ;A;- nom sg plen n -
44096;;.;.;PUNCT;SENT;;; Вот такое .  Вот .;.;;;;;;.;.;SENT;SENT
44097;;;;;;;;;;;;;;;;;;
44098;;Вот;ВОТ;PART;PART;;;такое .  Вот .  Ну;т;о;В;;;;Т;ВОТ;PART;PART
44099;;.;.;PUNCT;SENT;;;.  Вот .  Ну ,;.;;;;;;.;.;SENT;SENT
44100;;;;;;;;;;;;;;;;;;
44101;;Ну;НУ;PART;PART;;;Вот .  Ну , у нас;у;Н;;;;;У;НУ;PART;PART
44102;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44103;;у;У;PR;PR;;; Ну , у нас там домик;у;;;;;;У;У;PR;PR
44104;;нас;МЫ;SPRO;pl 1p - gen;;;Ну , у нас там домик маленький;с;а;н;;;;Ы;МЫ;SPRO;pl 1p - loc
44105;;там;ТАМ;ADVPRO;-;;;, у нас там домик маленький был;м;а;т;;;;М;ТАМ;ADV;-
44106;;домик;ДОМИК;S;m inan nom sg;;;у нас там домик маленький был ,;к;и;м;о;д;;К;ДОМИК;S;m inan nom sg
44107;;маленький;МАЛЕНЬКИЙ;A;- nom sg plen m -;;;нас там домик маленький был , поэтому;й;и;к;ь;н;е;Й;МАЛЕНЬКИЙ;A;- nom sg plen m -
44108;;был;БЫТЬ;V;ipf praet sg indic m -;;;там домик маленький был , поэтому всё;л;ы;б;;;;Ь;БЫТЬ;V;ipf praet sg indic m -
44109;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44110;;поэтому;ПОЭТОМУ;ADVPRO;-;;;маленький был , поэтому всё , вот;у;м;о;т;э;о;У;ПОЭТОМУ;ADV;-
44111;;всё;ВСЕ;S;nom sg;;;был , поэтому всё , вот ;ё;с;в;;;;Е;ВСЕ;S;#ИМЯ?
44112;"<distinct form=""эуот"">";;;;;;;;;;;;;;;;;
44113;;,;,;PUNCT;;;;;,;;;;;;,;,;,;
44114;;вот;ВОТ;PART;PART;;;поэтому всё , вот  , луга;т;о;в;;;;Т;ВОТ;PART;PART
44115;</distinct>;;;;;;;;;;;;;;;;;
44116;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44117;;луга;ЛУГ;S;m inan gen sg;;;вот  , луга не было ,;а;г;у;л;;;Г;ЛУГ;S;m inan gen sg
44118;;не;НЕ;PART;PART;;; , луга не было , всё;е;н;;;;;Е;НЕ;PART;PART
44119;;было;БЫТЬ;V;ipf praet sg indic n -;;;, луга не было , всё …;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
44120;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44121;;всё;ВСЕ;S;n - nom sg;;;не было , всё … Ну ,;ё;с;в;;;;Е;ВСЕ;S;n - nom sg
44122;;…;…;PUNCT;;;;было , всё … Ну , да.;…;;;;;;…;…;SENT;
44123;;;;;;;;;;;;;;;;;;
44124;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44125;;Ну;НУ;PART;PART;;;, всё … Ну , да. Это;у;Н;;;;;У;НУ;PART;PART
44126;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44127;;да;ДА;PART;;;;… Ну , да. Это было пашня.;.;а;д;;;;А;ДА.;PART;
44128;;;;;;;;;;;;;;;;;;
44129;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44130;;Это;ЭТО;S;n - nom sg;;;Ну , да. Это было пашня. ;о;т;Э;;;;О;ЭТО;S;n - nom sg
44131;;было;БЫТЬ;V;ipf praet sg indic n -;;;, да. Это было пашня.  ;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
44132;;пашня;ПАШНЯ;S;f inan nom sg;;;да. Это было пашня.   Подожди;.;я;н;ш;а;п;Я;ПАШНЯ.;S;f inan nom sg
44133;;;;;;;;;;;;;;;;;;
44134;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44135;;Подожди;ПОДОЖДАТЬ;V;pf - sg imper - 2p;;;пашня.   Подожди …  То есть;и;д;ж;о;д;о;Ь;ПОДОЖДАТЬ;V;pf - sg imper - 2p
44136;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44137;;;;;;;;;;;;;;;;;;
44138;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44139;"<distinct form=""тойсть"">";;;;;;;;;;;;;;;;;
44140;;То есть;То есть;ADV;-;;;Подожди …  То есть  мы там;ь;т;с;е;;о;ь;То есть;ADV;-
44141;</distinct>;;;;;;;;;;;;;;;;;
44142;;мы;МЫ;SPRO;pl 1p - nom;;; То есть  мы там … Вы;ы;м;;;;;Ы;МЫ;SPRO;pl 1p - nom
44143;;там;ТАМ;ADVPRO;-;;;То есть  мы там … Вы ,;м;а;т;;;;М;ТАМ;ADV;-
44144;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44145;;;;;;;;;;;;;;;;;;
44146;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44147;;Вы;ВЫ;SPRO;pl 2p - nom;;;мы там … Вы , подожди ,;ы;В;;;;;Ы;ВЫ;SPRO;pl 2p - nom
44148;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44149;;подожди;ПОДОЖДАТЬ;V;pf - sg imper - 2p;;;… Вы , подожди , вы приехали;и;д;ж;о;д;о;Ь;ПОДОЖДАТЬ;V;pf - sg imper - 2p
44150;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44151;;вы;ВЫ;SPRO;pl 2p - nom;;;, подожди , вы приехали на Украину;ы;в;;;;;Ы;ВЫ;SPRO;pl 2p - nom
44152;;приехали;ПРИЕХАТЬ;V;pf praet pl indic - -;;;подожди , вы приехали на Украину с;и;л;а;х;е;и;Ь;ПРИЕХАТЬ;V;pf praet pl indic - -
44153;;на;НА;PR;PR;;;, вы приехали на Украину с Сахалина.;а;н;;;;;А;НА;PR;PR
44154;;Украину;УКРАИНА;S;f inan acc sg;;;вы приехали на Украину с Сахалина. ;у;н;и;а;р;к;А;УКРАИНА;S;f inan acc sg
44155;;с;С;PR;PR;;;приехали на Украину с Сахалина.  ;с;;;;;;С;С;PR;PR
44156;;Сахалина;САХАЛИН;S;m inan gen sg;;;на Украину с Сахалина.   Да.;.;а;н;и;л;а;Н;САХАЛИН.;S;m inan gen sg
44157;;;;;;;;;;;;;;;;;;
44158;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44159;;Да;ДА;CONJ;;;;Сахалина.   Да. При … И;.;а;Д;;;;А;ДА.;CONJ;
44160;;;;;;;;;;;;;;;;;;
44161;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44162;;При;ПРИ;PR;PR;;;  Да. При … И купили;и;р;П;;;;И;ПРИ;PR;PR
44163;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44164;;;;;  ;;;;;;;;;;;;;
44165;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44166;;И;И;CONJ;CONJ;;;Да. При … И купили домик там.;И;;;;;;И;И;S;#ИМЯ?
44167;;купили;КУПИТЬ;V;pf praet pl indic - -;;;При … И купили домик там. ;и;л;и;п;у;к;Ь;КУПИТЬ;V;pf praet pl indic - -
44168;;домик;ДОМИК;S;m inan acc sg;;;… И купили домик там.  ;к;и;м;о;д;;К;ДОМИК;S;m inan acc sg
44169;;там;ТАМ;ADVPRO;-;;;И купили домик там.   Купили;.;м;а;т;;;М;ТАМ.;ADV;-
44170;;;;;;;;;;;;;;;;;;
44171;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44172;;Купили;КУПИТЬ;V;pf praet pl indic - -;;;там.   Купили там домик. ;и;л;и;п;у;К;Ь;КУПИТЬ;V;pf praet pl indic - -
44173;;там;ТАМ;ADVPRO;-;;;  Купили там домик.  ;м;а;т;;;;М;ТАМ;ADV;-
44174;;домик;ДОМИК;S;m inan acc sg;;; Купили там домик.   Да.;.;к;и;м;о;д;К;ДОМИК.;S;m inan acc sg
44175;;;;;;;;;;;;;;;;;;
44176;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44177;;Да;ДА;CONJ;;;;домик.   Да. С огромным участком.;.;а;Д;;;;А;ДА.;CONJ;
44178;;;;;;;;;;;;;;;;;;
44179;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44180;;С;С;PR;PR;;;  Да. С огромным участком. ;С;;;;;;С;С;PR;PR
44181;;огромным;ОГРОМНЫЙ;A;- ins sg plen m -;;; Да. С огромным участком.  ;м;ы;н;м;о;р;Й;ОГРОМНЫЙ;A;- ins sg plen m -
44182;;участком;УЧАСТОК;S;m inan ins sg;;;Да. С огромным участком.   Да.;.;м;о;к;т;с;К;УЧАСТОК.;S;m inan ins sg
44183;;;;;;;;;;;;;;;;;;
44184;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44185;;Да;ДА;PART;PART;;;участком.   Да. И его весь;.;а;Д;;;;А;ДА.;CONJ;
44186;;;;;;;;;;;;;;;;;;
44187;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44188;;И;И;CONJ;CONJ;;;  Да. И его весь …;И;;;;;;И;И;CONJ;CONJ
44189;;его;ЕГО;A;- nonflex nonflex plen - -;;; Да. И его весь … Да;о;г;е;;;;О;ЕГО;A;- nonflex nonflex plen - -
44190;;весь;ВЕСЬ;A;- nom sg plen m -;;;Да. И его весь … Да ,;ь;с;е;в;;;Ь;ВЕСЬ;A;- nom sg plen m -
44191;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44192;;;;;;;;;;;;;;;;;;
44193;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44194;;Да;ДА;PART;PART;;;его весь … Да , посеяли. ;а;Д;;;;;А;ДА;PART;PART
44195;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44196;;посеяли;ПОСЕЯТЬ;V;pf praet pl indic - -;;;… Да , посеяли.   Засадили.;.;и;л;я;е;с;Ь;ПОСЕЯТЬ.;V;pf praet pl indic - -
44197;;;;;;;;;;;;;;;;;;
44198;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44199;;Засадили;ЗАСАДИТЬ;V;pf praet pl indic - -;;;посеяли.   Засадили.   У;.;и;л;и;д;а;Ь;ЗАСАДИТЬ.;V;pf praet pl indic - -
44200;;;;;;;;;;;;;;;;;;
44201;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44202;;У;У;PR;PR;;;Засадили.   У нас там тогда;У;;;;;;У;У;PR;PR
44203;;нас;МЫ;SPRO;pl 1p - loc;;;  У нас там тогда был;с;а;н;;;;Ы;МЫ;SPRO;pl 1p - loc
44204;;там;ТАМ;ADVPRO;-;;; У нас там тогда был тяжелый;м;а;т;;;;М;ТАМ;ADV;-
44205;;тогда;ТОГДА;ADVPRO;-;;;У нас там тогда был тяжелый год;а;д;г;о;т;;А;ТОГДА;ADV;-
44206;;был;БЫТЬ;V;ipf praet sg indic m -;;;нас там тогда был тяжелый год ,;л;ы;б;;;;Ь;БЫТЬ;V;ipf praet sg indic m -
44207;;тяжелый;ТЯЖЕЛЫЙ;A;nom sg plen m inan;;;там тогда был тяжелый год , тогда;й;ы;л;е;ж;я;Й;ТЯЖЕЛЫЙ;A;#ИМЯ?
44208;;год;ГОД;S;m inan nom sg;;;тогда был тяжелый год , тогда было;д;о;г;;;;Д;ГОД;S;m inan acc sg
44209;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44210;;тогда;ТОГДА;ADVPRO;-;;;тяжелый год , тогда было тяжёлое время;а;д;г;о;т;;А;ТОГДА;ADV;-
44211;;было;БЫТЬ;V;ipf praet sg indic n -;;;год , тогда было тяжёлое время .;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
44212;;тяжёлое;ТЯЖЕЛЫЙ;A;- nom sg plen n -;;;, тогда было тяжёлое время . ;е;о;л;ё;ж;я;Й;ТЯЖЕЛЫЙ;A;- nom sg plen n -
44213;;время;ВРЕМЯ;S;n inan nom sg;;;тогда было тяжёлое время .  Мы;я;м;е;р;в;;Я;ВРЕМЯ;S;n inan nom sg
44214;;.;.;PUNCT;SENT;;;было тяжёлое время .  Мы держ;.;;;;;;.;.;SENT;SENT
44215;;;;;;;;;;;;;;;;;;
44216;;Мы;МЫ;SPRO;pl 1p - nom;;;время .  Мы держ … э;ы;М;;;;;Ы;МЫ;SPRO;pl 1p - nom
44217;;держ;ДЕРЖ;S;m inan acc sg;;;.  Мы держ … э …;ж;р;е;д;;;Ж;ДЕРЖ;S;m inan acc sg
44218;;…;…;PUNCT;;;;;…;;;;;;…;…;…;…
44219;;э;Э;INTJ;INTJ;;;Мы держ … э … держали кур;э;;;;;;Э;Э;S;f inan nonflex nonflex
44220;;…;…;PUNCT;;;;;…;;;;;;…;…;…;…
44221;;держали;ДЕРЖАТЬ;V;ipf praet pl indic - -;;;… э … держали кур , покупали;и;л;а;ж;р;е;Ь;ДЕРЖАТЬ;V;ipf praet pl indic - -
44222;;кур;КУРИЦА;S;f anim acc pl;;;э … держали кур , покупали маленьких;р;у;к;;;;А;КУРИЦА;S;f anim acc pl
44223;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44224;;покупали;ПОКУПАТЬ;V;ipf praet pl indic - -;;;держали кур , покупали маленьких цыплят ,;и;л;а;п;у;к;Ь;ПОКУПАТЬ;V;ipf praet pl indic - -
44225;;маленьких;МАЛЕНЬКИЙ;A; acc pl plen - anim;;;кур , покупали маленьких цыплят , выращивали;х;и;к;ь;н;е;Й;МАЛЕНЬКИЙ;A;#ИМЯ?
44226;;цыплят;ЦЫПЛЕНОК;S;m anim acc pl;;;, покупали маленьких цыплят , выращивали их;т;я;л;п;ы;ц;К;ЦЫПЛЕНОК;S;m anim acc pl
44227;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44228;;выращивали;ВЫРАЩИВАТЬ;V;ipf praet pl indic - -;;;маленьких цыплят , выращивали их … ;и;л;а;в;и;щ;Ь;ВЫРАЩИВАТЬ;V;ipf praet pl indic - -
44229;;их;ОНИ;SPRO;pl - - acc;;;цыплят , выращивали их …  ;х;и;;;;;И;ОНИ;SPRO;pl - - acc
44230;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44231;;;;;;;;;;;;;;;;;;
44232;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44233;"<span <class=""note"">смеётся</span>";;;;;;;;;;;;;;;;;
44234;;;;;;;;;;;;;;;;;;
44235;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44236;;Ну;НУ;PART;PART;;;   Ну , они в;у;Н;;;;;У;НУ;PART;PART
44237;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44238;;они;ОНИ;SPRO;pl - - nom;;; Ну , они в загоне у;и;н;о;;;;И;ОНИ;SPRO;pl - - nom
44239;;в;В;PR;PR;;;Ну , они в загоне у нас;в;;;;;;В;В;PR;PR
44240;;загоне;ЗАГОН;S;m inan loc sg;;;, они в загоне у нас были;е;н;о;г;а;з;Н;ЗАГОН;S;m inan loc sg
44241;;у;У;PR;PR;;;они в загоне у нас были ,;у;;;;;;У;У;PR;PR
44242;;нас;МЫ;SPRO;pl 1p - loc;;;в загоне у нас были , а;с;а;н;;;;Ы;МЫ;SPRO;pl 1p - loc
44243;;были;БЫТЬ;V;ipf praet pl indic - -;;;загоне у нас были , а их;и;л;ы;б;;;Ь;БЫТЬ;V;ipf praet pl indic - -
44244;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44245;;а;А;CONJ;CONJ;;;нас были , а их же надо;а;;;;;;А;А;CONJ;CONJ
44246;;их;ОНИ;SPRO;pl - - acc;;;были , а их же надо было;х;и;;;;;И;ОНИ;SPRO;pl - - acc
44247;;же;ЖЕ;PART;PART;;;, а их же надо было кормить;е;ж;;;;;Е;ЖЕ;PART;PART
44248;;надо;НАДО;PRAEDIC;-;;;а их же надо было кормить .;о;д;а;н;;;О;НАДО;ADV;-
44249;;было;БЫТЬ;V;ipf praet sg indic n -;;;их же надо было кормить . ;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
44250;;кормить;КОРМИТЬ;V;ipf - - inf - -;;;же надо было кормить .  Вот;ь;т;и;м;р;о;Ь;КОРМИТЬ;V;ipf - - inf - -
44251;;.;.;PUNCT;SENT;;;надо было кормить .  Вот ,;.;;;;;;.;.;SENT;SENT
44252;;;;;;;;;;;;;;;;;;
44253;;Вот;ВОТ;PART;PART;;;кормить .  Вот , мы сажали;т;о;В;;;;Т;ВОТ;PART;PART
44254;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44255;;мы;МЫ;SPRO;pl 1p - nom;;; Вот , мы сажали кукурузу …;ы;м;;;;;Ы;МЫ;SPRO;pl 1p - nom
44256;;сажали;САЖАТЬ;V;ipf praet pl indic - -;;;Вот , мы сажали кукурузу … Угу.;и;л;а;ж;а;с;Ь;САЖАТЬ;V;ipf praet pl indic - -
44257;;кукурузу;КУКУРУЗА;S;f inan acc sg;;;, мы сажали кукурузу … Угу. Вот;у;з;у;р;у;к;А;КУКУРУЗА;S;f inan acc sg
44258;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44259;;;;;;;;;;;;;;;;;;
44260;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44261;;Угу;УГУ;INTJ;;;;сажали кукурузу … Угу. Вот , а;.;у;г;У;;;У;УГУ.;INTJ;
44262;;;;;;;;;;;;;;;;;;
44263;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44264;;Вот;ВОТ;PART;PART;;;кукурузу … Угу. Вот , а потом;т;о;В;;;;Т;ВОТ;PART;PART
44265;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44266;;а;А;CONJ;CONJ;;;Угу. Вот , а потом осенью я;а;;;;;;А;А;CONJ;CONJ
44267;;потом;ПОТОМ;ADVPRO;-;;;Вот , а потом осенью я их;м;о;т;о;п;;М;ПОТОМ;ADV;-
44268;;осенью;ОСЕНЬ;S;f inan ins sg;;;, а потом осенью я их ,;ю;ь;н;е;с;о;Ь;ОСЕНЬ;S;f inan ins sg
44269;;я;Я;SPRO;sg 1p - nom;;;а потом осенью я их , мы;я;;;;;;Я;Я;SPRO;sg 1p - nom
44270;;их;ОНИ;SPRO;pl - - acc;;;потом осенью я их , мы их;х;и;;;;;И;ОНИ;SPRO;pl - - acc
44271;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44272;;мы;МЫ;SPRO;pl 1p - nom;;;я их , мы их забивали ,;ы;м;;;;;Ы;МЫ;SPRO;pl 1p - nom
44273;;их;ОНИ;SPRO;pl - - acc;;;их , мы их забивали , я;х;и;;;;;И;ОНИ;SPRO;pl - - acc
44274;;забивали;ЗАБИВАТЬ;V;ipf praet pl indic - -;;;, мы их забивали , я их;и;л;а;в;и;б;Ь;ЗАБИВАТЬ;V;ipf praet pl indic - -
44275;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44276;;я;Я;SPRO;sg 1p - nom;;;их забивали , я их в банки;я;;;;;;Я;Я;SPRO;sg 1p - nom
44277;;их;ОНИ;SPRO;pl - - acc;;;забивали , я их в банки складывала;х;и;;;;;И;ОНИ;SPRO;pl - - acc
44278;;в;В;PR;PR;;;, я их в банки складывала ,;в;;;;;;В;В;PR;PR
44279;;банки;БАНКА;S;f inan acc pl;;;я их в банки складывала , и;и;к;н;а;б;;А;БАНКА;S;f inan acc pl
44280;;складывала;СКЛАДЫВАТЬ;V;ipf praet sg indic f -;;;их в банки складывала , и Виталик;а;л;а;в;ы;д;Ь;СКЛАДЫВАТЬ;V;ipf praet sg indic f -
44281;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44282;;и;И;CONJ;CONJ;;;банки складывала , и Виталик приезжал ,;и;;;;;;И;И;CONJ;CONJ
44283;;Виталик;ВИТАЛИК;S;m anim nom sg;;;складывала , и Виталик приезжал , мм;к;и;л;а;т;и;К;ВИТАЛИК;S;m anim nom sg
44284;;приезжал;ПРИЕЗЖАТЬ;V;ipf praet sg indic m -;;;, и Виталик приезжал , мм забирал;л;а;ж;з;е;и;Ь;ПРИЕЗЖАТЬ;V;ipf praet sg indic m -
44285;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44286;;мм;ММ;S;m inan nonflex nonflex;;;Виталик приезжал , мм забирал их это;м;м;;;;;М;ММ;S;m inan nonflex nonflex
44287;;забирал;ЗАБИРАТЬ;V;ipf praet sg indic m -;;;приезжал , мм забирал их это ,;л;а;р;и;б;а;Ь;ЗАБИРАТЬ;V;ipf praet sg indic m -
44288;;их;ОНИ;SPRO;pl - - acc;;;, мм забирал их это , потому что;х;и;;;;;И;ОНИ;SPRO;pl - - acc
44289;;это;ЭТО;S;n - nom sg;;;мм забирал их это , потому что Виталька;о;т;э;;;;О;ЭТО;S;n - nom sg
44290;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44291;;потому что;потому что;CONJ;CONJ;;;их это , потому что Виталька учился в;о;т;ч;;у;м;о;потому что;CONJ;CONJ
44292;;Виталька;ВИТАЛЬКА;S;m anim nom sg;;;это , потому что Виталька учился в аспирантуре;а;к;ь;л;а;т;А;ВИТАЛЬКА;S;m anim nom sg
44293;;учился;УЧИТЬСЯ;V;ipf praet sg indic m -;;;, потому что Виталька учился в аспирантуре ,;я;с;л;и;ч;у;Я;УЧИТЬСЯ;V;ipf praet sg indic m -
44294;;в;В;PR;PR;;;потому что Виталька учился в аспирантуре , стипендия;в;;;;;;В;В;PR;PR
44295;;аспирантуре;АСПИРАНТУРА;S;f inan loc sg;;;Виталька учился в аспирантуре , стипендия маленькая;е;р;у;т;н;а;А;АСПИРАНТУРА;S;f inan loc sg
44296;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44297;;стипендия;СТИПЕНДИЯ;S;f inan nom sg;;;в аспирантуре , стипендия маленькая , а;я;и;д;н;е;п;Я;СТИПЕНДИЯ;S;f inan nom sg
44298;;маленькая;МАЛЕНЬКИЙ;A;- nom sg plen f -;;;аспирантуре , стипендия маленькая , а денег;я;а;к;ь;н;е;Й;МАЛЕНЬКИЙ;A;- nom sg plen f -
44299;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44300;;а;А;CONJ;CONJ;;;стипендия маленькая , а денег у нас;а;;;;;;А;А;CONJ;CONJ
44301;;денег;ДЕНЬГИ;S;inan gen pl;;;маленькая , а денег у нас не;г;е;н;е;д;;И;ДЕНЬГИ;S;#ИМЯ?
44302;;у;У;PR;PR;;;, а денег у нас не было;у;;;;;;У;У;PR;PR
44303;;нас;МЫ;SPRO;pl 1p - loc;;;а денег у нас не было тогда;с;а;н;;;;Ы;МЫ;SPRO;pl 1p - loc
44304;;не;НЕ;PART;PART;;;денег у нас не было тогда уже;е;н;;;;;Е;НЕ;PART;PART
44305;;было;БЫТЬ;V;ipf praet sg indic n -;;;у нас не было тогда уже ,;о;л;ы;б;;;Ь;БЫТЬ;V;ipf praet sg indic n -
44306;;тогда;ТОГДА;ADVPRO;-;;;нас не было тогда уже , эмм;а;д;г;о;т;;А;ТОГДА;ADV;-
44307;;уже;УЖЕ;ADV;-;;;не было тогда уже , эмм зарплата;е;ж;у;;;;Е;УЖЕ;ADV;-
44308;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
44309;;эмм;ЭМ;INTJ;INTJ;distort;;тогда уже , эмм зарплата то маленькая;м;м;э;;;;А;ЭММА;S;f anim acc pl
44310;;зарплата;ЗАРПЛАТА;S;f inan nom sg;;;уже , эмм зарплата то маленькая .;а;т;а;л;п;р;А;ЗАРПЛАТА;S;f inan nom sg
44311;;то;ТО;CONJ;CONJ;;;, эмм зарплата то маленькая . ;о;т;;;;;О;ТО;CONJ;CONJ
44312;;маленькая;МАЛЕНЬКИЙ;A;- nom sg plen f -;;;эмм зарплата то маленькая .  И;я;а;к;ь;н;е;Й;МАЛЕНЬКИЙ;A;- nom sg plen f -
44313;;.;.;PUNCT;SENT;;;зарплата то маленькая .  И вот;.;;;;;;.;.;SENT;SENT
44314;;;;;;;;;;;;;;;;;;
44315;;И;И;CONJ;CONJ;;;маленькая .  И вот он энн;И;;;;;;И;И;CONJ;CONJ
44316;;вот;ВОТ;PART;PART;;;.  И вот он энн там;т;о;в;;;;Т;ВОТ;PART;PART
44317;;он;ОН;SPRO;sg 3p m nom;;; И вот он энн там брал;н;о;;;;;Н;ОН;SPRO;sg 3p m nom
44318;;энн;ЭН;INTJ;INTJ;distort;;И вот он энн там брал …;н;н;э;;;;Н;ЭНН;S;f anim nonflex nonflex
44319;;там;ТАМ;ADVPRO;-;;;вот он энн там брал … Цыплятами;м;а;т;;;;М;ТАМ;ADV;-
44320;;брал;БРАТЬ;V;ipf praet sg indic m -;;;он энн там брал … Цыплятами …;л;а;р;б;;;Ь;БРАТЬ;V;ipf praet sg indic m -
44321;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44322;;;;;;;;;;;;;;;;;;
44323;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44324;;Цыплятами;ЦЫПЛЕНОК;S;m anim gen sg;;;там брал … Цыплятами … С …;и;м;а;т;я;л;К;ЦЫПЛЕНОК;S;m anim gen sg
44325;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44326;;;;;;;;;;;;;;;;;;
44327;"<speech role=""Н@"" />";;;;;;;;;;;;;;;;;
44328;;С;С;PR;PR;;;… Цыплятами … С …  Нет;С;;;;;;С;С;S;#ИМЯ?
44329;;…;…;PUNCT;SENT;;;Цыплятами … С …  Нет …;…;;;;;;…;…;SENT;SENT
44330;;;;;;;;;;;;;;;;;;
44331;;Нет;НЕТ;PART;PART;;;С …  Нет … Торговал ?;т;е;Н;;;;Т;НЕТ;PART;PART
44332;;…;…;PUNCT;;;;;…;;;;;;…;…;…;
44333;;;;;;;;;;;;;;;;;;
44334;"<speech role=""Е@"" />";;;;;;;;;;;;;;;;;
44335;;Торговал;ТОРГОВАТЬ;V;ipf praet sg indic m -;;; Нет … Торговал ?  Ну;л;а;в;о;г;р;Ь;ТОРГОВАТЬ;V;ipf praet sg indic m -
44336;;?;?;PUNCT;SENT;;;Нет … Торговал ?  Ну …;?;;;;;;?;?;SENT;SENT
